id saoNumber fopNumber
US20040013700A1 10 36
US20050177724A1 10 10
US20040210771A1 28 86
US20040164085A1 16 11
US20020033405A1 12 27
US20050221154A1 9 32
US20040101736A1 12 29
US20040197633A1 14 24
US08818349B2 28 27
US20020052916A1 14 50
US20060294195A1 2 18
US20040203956A1 6 25
US20060136379A1 18 43
US20060120571A1 11 28
US20030123713A1 11 30
US20050259554A1 11 19
US20040022164A1 36 125
US20080080106A1 6 17
US20050259371A1 26 31
US20070251057A1 4 26
US20050229360A1 20 49
US20060200944A1 3 19
US20070212264A1 10 17
US20020172621A1 22 31
US20070292397A1 8 18
US20030099718A1 14 25
US20060121489A1 3 3
US20070245230A1 24 36
US20030217336A1 10 10
US20080078153A1 9 9
US20030115846A1 15 21
US20040043753A1 19 296
US20030233329A1 12 156
US09390395B2 21 114
US20020173984A1 14 32
US20060053380A1 15 13
US20060242626A1 10 7
US20060047462A1 15 18
US20010053245A1 22 44
US20060068075A1 18 10
US20060216372A1 4 12
US20070173322A1 2 20
US20020077178A1 70 86
US20020147047A1 5 15
US08533163B2 40 104
US20070005564A1 10 13
US20020040398A1 13 23
US20060057362A1 8 8
US20060057927A1 6 12
US20060263096A1 17 72
US20040208643A1 24 53
US20050018724A1 11 46
US20060018475A1 31 67
US20050231846A1 42 68
US20020035665A1 82 23
US20040111485A1 32 66
US07952190B2 2 4
US20020171144A1 12 11
US08465844B2 6 24
US20050020773A1 1 1
US20060216570A1 10 28
US20030003345A1 4 26
US20040081131A1 22 68
US20030128656A1 15 63
US10117655B2 47 46
US6002472A 2 14
US08832758B2 38 47
US20020078174A1 43 84
US20060200705A1 17 28
US20050114867A1 11 14
US20050225971A1 9 38
US20020149928A1 15 68
US20030124975A1 4 18
US20040140987A1 5 19
US20030200201A1 2 12
US20040229688A1 20 57
US20010006520A1 22 52
US20070118085A1 7 7
US20040003670A1 15 29
US20040059920A1 7 34
US20030004981A1 12 25
US20030065942A1 15 39
US09075859B2 16 31
US20040034615A1 10 40
US20050289279A1 8 6
US07161556B2 28 30
US20060235824A1 6 112
US20030212648A1 64 133
US20040133471A1 15 55
US20020103797A1 18 30
US20030046110A1 10 16
US20030084073A1 8 16
US20040225968A1 17 57
US20050235320A1 6 6
US20060007999A1 6 14
US20040063416A1 5 13
US08725138B2 16 34
US20020022483A1 13 16
US20040066756A1 18 33
US20050167908A1 3 8
US20030168801A1 18 32
US20030163384A1 44 47
US20050149001A1 30 47
US20020115917A1 15 16
US20060046719A1 14 41
US20050141452A1 7 11
US20050023363A1 11 27
US20010020644A1 14 23
US20040191698A1 40 116
US20030092207A1 9 10
US20020074932A1 40 105
US20010024078A1 17 45
US20060001726A1 9 16
US20040059997A1 12 49
US20060085734A1 1 7
US20060201913A1 5 40
US20040182720A1 7 23
US5262040A 5 15
US20050015728A1 8 14
US20020156774A1 3 12
US20050068412A1 21 34
US20050058031A1 15 12
US20040237997A1 6 14
US20040018715A1 62 72
US07320942B2 34 34
US20060152856A1 5 19
US20070143055A1 17 21
US20070044013A1 10 10
US20050205660A1 52 89
US20070118418A1 9 17
US20030050816A1 19 25
US20060148528A1 20 53
US20050073443A1 14 14
US20070292889A1 8 30
US20030134416A1 7 14
US6949355B2 7 11
US20080185894A1 2 23
US20050099149A1 6 26
US20080081489A1 19 33
US07247041B2 19 37
US20050036549A1 7 16
US07046910B2 8 17
US20090034181A1 16 84
US20080144293A1 11 42
US20060044766A1 3 13
US20060282611A1 3 11
US20030033475A1 25 19
US20070124254A1 20 41
US07174155B2 16 48
US20060106288A1 14 25
US20050080435A1 10 16
US20070015570A1 7 13
US20030073491A1 18 11
US20070186052A1 15 26
US20050114559A1 36 38
US08661113B2 13 49
US20050283680A1 5 13
US20060136391A1 22 33
US20020156917A1 17 58
US20060179476A1 5 39
US20040167984A1 10 49
US20030055994A1 19 27
US20040193907A1 13 29
US20030149591A1 3 10
US20020152297A1 18 81
US20040219498A1 24 23
US20030191507A1 14 92
US20050283600A1 10 14
US20040117660A1 15 27
US20060241395A1 6 13
US20050070788A1 8 18
US20040093400A1 15 36
US20020055924A1 65 130
US08732138B2 1 8
US20030229617A1 8 19
US20070150376A1 4 16
US20030063617A1 8 15
US20020141334A1 8 19
US20080157118A1 10 21
US20070020866A1 17 31
US20070262392A1 9 24
US20060231826A1 13 22
US20070219741A1 13 24
US20030014205A1 3 14
US20070068407A1 3 5
US20050016401A1 3 14
US20070091646A1 6 16
US20040165411A1 15 19
US08653495B2 5 13
US20030071289A1 4 5
US11032822B2 6 16
US20060005132A1 8 28
US20060130754A1 30 33
US06923863B1 12 20
US20070174449A1 7 24
US20020082886A1 24 44
US20070118657A1 17 9
US20060265503A1 9 29
US10793005B2 5 8
US5156816A 6 20
US20060253633A1 7 26
US20030084088A1 13 37
US20050287523A1 14 44
US20020094533A1 116 127
US20060021666A1 12 34
US20070287421A1 8 13
US20050174975A1 12 23
US20070050996A1 8 9
US20050172493A1 5 15
US20040255137A1 30 237
US20020004900A1 35 35
US20030074552A1 14 48
US20030159032A1 27 78
US20050211475A1 17 26
US20100121295A1 1 3
US20060122934A1 5 33
US20050099268A1 19 31
US20050190914A1 6 9
US20040124982A1 32 68
US20050091249A1 12 52
US20020053070A1 15 36
US20050071809A1 12 47
US20050071750A1 7 25
US20050154976A1 13 34
US20080147727A1 4 36
US20020198882A1 17 51
US06925469B2 9 30
US20060080592A1 2 13
US20040057541A1 9 10
US20030208717A1 27 59
US20060222135A1 5 14
US20060140321A1 45 19
US20020036526A1 37 73
US20050147947A1 37 47
US20020032687A1 26 60
US20030204222A1 17 19
US20020077670A1 7 62
US20040081669A1 13 40
US20030055685A1 41 63
US20060287905A1 9 28
US20050262164A1 4 16
US20070084178A1 41 47
US20060084458A1 12 36
US20030003942A1 9 26
US20040203457A1 12 12
US20040106423A1 8 39
US08638916B2 5 62
US20020188712A1 5 7
US20040153382A1 22 43
US20070043347A1 14 3
US20030120702A1 3 4
US20030061106A1 10 66
US20020073076A1 24 42
US20070049888A1 3 4
US20050049566A1 18 25
US20060048193A1 10 26
US20020147980A1 10 13
US11218111B2 12 31
US20040121539A1 11 24
US08381252B2 19 400
US20020138641A1 18 23
US20050028208A1 11 22
US20020007485A1 9 1
US20030135857A1 27 23
US20030056217A1 24 30
US20080042471A1 7 69
US20020065357A1 2 4
US20030021956A1 26 36
US20050082881A1 10 15
US20050086524A1 14 45
US20030229809A1 44 77
US20080020925A1 1 4
US20050123709A1 5 16
US20010031383A1 37 22
US20070177384A1 15 28
US07758202B2 12 33
US20060288124A1 10 27
US07177948B1 43 66
US20050028144A1 15 12
US20040130572A1 19 23
US20080059520A1 10 10
US20070202483A1 7 19
US20080282448A1 7 24
US20050160519A1 2 1
US20070130669A1 11 7
US20040199979A1 12 30
US20070018966A1 17 111
US20050285941A1 26 40
US20060010400A1 18 31
US20070092109A1 43 24
US20060258377A1 4 20
US20030139179A1 46 25
US20040198466A1 49 33
US20030157041A1 6 7
US20050289349A1 9 14
US20020108042A1 22 32
US20060149730A1 11 34
US20030200442A1 14 38
US20040003389A1 25 23
US20060174231A1 16 16
US20030163599A1 11 26
US20060144058A1 4 15
US20020071903A1 5 7
US20080096560A1 8 81
US20070076664A1 7 11
US20070115899A1 13 25
US20060227745A1 16 33
US09532749B2 36 156
US20050270163A1 7 11
US20060184059A1 11 20
US20070113244A1 13 15
US20040158865A1 7 22
US20060015589A1 13 18
US20040184778A1 16 47
US20060015621A1 11 117
US20020059434A1 20 15
US20030058839A1 6 26
US20050148358A1 24 48
US20030211978A1 9 10
US6159983A 3 3
US20060288275A1 7 13
US20040103091A1 1 3
US20070085349A1 3 10
US20060237973A1 7 21
US20080065605A1 23 36
US20080065694A1 11 20
US20050090563A1 5 46
US06958360B2 4 9
US20040170164A1 10 24
US07120122B1 28 86
US07058048B2 7 23
US20060053139A1 25 62
US20050065986A1 46 25
US20060179261A1 18 26
US20040128350A1 23 118
US20020008716A1 3 9
US20020143877A1 2 11
US20060132001A1 1 5
US20020175591A1 6 11
US20010049710A1 8 16
US20050132375A1 8 15
US20060015719A1 10 26
US08536380B2 2 3
US20030087789A1 22 32
US20060288165A1 12 16
US20060168351A1 18 33
US20070239291A1 17 48
US20020054158A1 8 19
US20030028269A1 6 67
US20070079260A1 27 29
US20070016646A1 22 26
US20060126613A1 12 40
US20020194351A1 43 68
US20060047742A1 5 8
US09158749B2 25 29
US20020013788A1 20 39
US20070082697A1 9 102
US20030176186A1 4 14
US20040116115A1 14 48
US20040166874A1 13 36
US20050148362A1 22 34
US20060077986A1 4 20
US20070145632A1 20 22
US20040121568A1 7 10
US20050228849A1 8 4
US20030068087A1 2 12
US08837275B2 40 138
US20040109458A1 11 13
US20060195607A1 10 28
US20060235997A1 14 29
US20060093234A1 10 54
US20040247167A1 24 56
US20060013459A1 11 40
US20050185780A1 16 44
US20030018549A1 12 27
US20040158522A1 15 18
US20070011409A1 9 5
US20050081002A1 37 78
US20080062090A1 8 19
US20050068270A1 18 51
US20050097132A1 14 28
US20030158999A1 13 22
US20050204037A1 8 104
US20030217122A1 5 12
US20010044899A1 11 15
US20020186844A1 27 63
US20050071663A1 6 20
US20050255112A1 7 51
US20020031806A1 11 76
US7053184B2 2 4
US20060064719A1 17 21
US20050028206A1 5 10
US20040253940A1 3 8
US20040090916A1 12 33
US20070104028A1 8 26
US20050068850A1 4 13
US20050079190A1 4 4
US20020176833A1 2 1
US09213554B2 10 43
US20070250764A1 40 48
US20060075332A1 36 56
US20050235061A1 5 7
US20080104171A1 36 47
US20040123054A1 4 21
US06842839B2 21 29
US20070030819A1 29 26
US20030084182A1 4 22
US20060129411A1 18 19
US20030065256A1 17 21
US20050257196A1 12 16
US20030115572A1 42 42
US20050234905A1 15 32
US20030050982A1 12 13
US20030184653A1 7 22
US20060195656A1 7 12
US06898685B2 48 36
US20040166388A1 13 38
US20040185316A1 12 59
US20020182467A1 17 41
US20070057922A1 21 41
US20050052426A1 11 36
US20060259381A1 8 22
US20060036531A1 50 53
US20080096364A1 4 9
US20070093055A1 36 30
US20070124573A1 26 29
US20030200290A1 11 32
US10331688B2 16 29
US20020166031A1 15 15
US08397255B2 9 16
US20020178447A1 21 19
US20080126609A1 7 16
US20040139244A1 24 21
US20080155239A1 10 130
US20010000814A1 5 11
US20020013934A1 28 24
US20030066021A1 5 13
US20050278669A1 12 32
US20060032905A1 12 31
US20060103672A1 13 13
US20050108627A1 17 55
US20060226467A1 15 35
US07335937B2 30 28
US09003048B2 61 102
US20070220033A1 9 19
US20060253476A1 13 19
US08519673B2 15 120
US20050138071A1 12 21
US20050259460A1 11 23
US20070126400A1 7 20
US20060294221A1 6 18
US20030120771A1 13 24
US20060047434A1 13 14
US20030022285A1 6 75
US20060072525A1 5 7
US20040117507A1 8 20
US20080028319A1 17 19
US20050289168A1 21 40
US20070071016A1 7 30
US20060075131A1 6 39
US20030217151A1 5 8
US20040264364A1 24 29
US20070090433A1 2 2
US20040097013A1 43 88
US20060248698A1 28 22
US20020128706A1 8 16
US10480793B2 16 31
US5972596A 1 4
US20030131144A1 11 26
US20050268284A1 8 19
US20040216090A1 9 14
US20080043425A1 29 128
US20030156385A1 13 25
US20040246677A1 4 32
US20050103477A1 2 26
US07394653B2 16 24
US20080174957A1 4 37
US20050276018A1 4 12
US20070127891A1 12 42
US20030170003A1 11 21
US10572044B2 9 20
US20060229331A1 1 3
US20070028215A1 10 18
US20030009754A1 9 40
US20050065978A1 16 52
US20090018964A1 5 64
US20030055792A1 64 104
US20040031856A1 8 11
US20070022058A1 26 24
US20070187515A1 13 33
US20060023900A1 9 36
US20030182001A1 5 36
US20040052218A1 6 12
US20020055861A1 6 16
US20020002475A1 10 18
US20080254946A1 6 8
US20020022551A1 10 28
US20050282777A1 8 17
US5756721A 6 11
US20050229152A1 8 36
US20020091809A1 6 10
US20030046370A1 12 24
US20030135624A1 8 12
US20020143876A1 5 17
US20020035605A1 21 87
US20030064350A1 37 98
US20020059248A1 18 35
US20020082869A1 12 35
US20060144590A1 48 124
US20030178204A1 24 46
US20020092650A1 69 55
US20050044177A1 6 19
US20070292469A1 5 7
US20080113973A1 1 10
US20020016342A1 5 21
US20080162819A1 6 14
US20040015683A1 24 16
US08353896B2 2 88
US20070225634A1 7 26
US20070066929A1 7 25
US20070010868A1 2 26
US20070088334A1 5 30
US08909799B2 8 31
US20060161966A1 7 17
US20060168102A1 12 40
US20030055878A1 4 10
US20020169852A1 5 18
US20080035750A1 8 56
US20050039626A1 15 29
US20040011881A1 1 13
US20070131860A1 45 155
US20020120404A1 42 58
US20040097232A1 14 25
US20020080752A1 9 27
US20060256735A1 8 32
US20020026506A1 10 13
US20040267868A1 3 31
US20010017700A1 13 31
US20070136328A1 11 31
US20050097114A1 11 11
US20080072134A1 11 96
US20030030645A1 12 31
US20040100510A1 14 30
US20040138946A1 6 26
US20080177803A1 4 36
US20070185920A1 9 20
US20070271313A1 67 122
US20070071013A1 9 10
US20050287978A1 35 42
US20080162627A1 10 33
US20070239529A1 4 5
US20070112656A1 20 49
US20020188680A1 8 29
US20060274054A1 3 10
US20030038776A1 23 58
US20060273718A1 12 6
US20040014251A1 29 28
US08535383B2 10 68
US20060116770A1 15 64
US20050278034A1 35 13
US20060006726A1 12 14
US20060167794A1 25 39
US20020082993A1 41 64
US20070178262A1 12 17
US20050215727A1 10 12
US20060257140A1 3 18
US20020191388A1 6 35
US20070189244A1 14 51
US20040264428A1 13 23
US20050052995A1 5 8
US20050169292A1 18 18
US20050020238A1 31 175
US20040049389A1 24 63
US20040196179A1 4 22
US20070118833A1 5 24
US20070106744A1 6 20
US20020184451A1 8 21
US20080162505A1 5 48
US20030163597A1 10 34
US20060080432A1 13 10
US20080020875A1 3 54
US20060145643A1 3 22
US11157893B2 17 78
US5373027A 15 26
US4663362A 1 12
US20060075229A1 5 112
US20040098512A1 13 12
US20030217165A1 34 53
US20050166267A1 6 10
US20070274311A1 2 8
US20080201381A1 3 17
US20060026123A1 11 23
US20030126254A1 14 27
US20030018769A1 11 16
US20080130264A1 43 40
US20030095781A1 6 17
US20080142351A1 5 11
US20030190877A1 32 83
US20060099933A1 19 14
US20050063324A1 30 94
US08793584B2 23 250
US20040003371A1 27 78
US20050022115A1 16 42
US20070209006A1 36 39
US20060015857A1 5 15
US20060064422A1 39 46
US20080109722A1 3 21
US20030164862A1 13 46
US20060264357A1 13 27
US20020120001A1 9 20
US20060129499A1 15 34
US20050055381A1 4 4
US20040064441A1 5 11
US08898256B2 26 37
US20020124064A1 31 73
US20050246342A1 8 24
US20070239569A1 17 41
US20060086143A1 18 29
US20020162356A1 25 28
US20070126872A1 19 155
US20020057915A1 7 20
US20030194971A1 30 57
US20050072987A1 9 29
US20050253544A1 9 21
US20080078517A1 33 32
US20050136265A1 17 20
US20060130989A1 20 24
US09256602B2 23 120
US20070220552A1 9 22
US20060218634A1 24 48
US20070088828A1 11 10
US20060143350A1 44 80
US20080206096A1 13 56
US20020090474A1 4 9
US20070012412A1 16 24
US20060253241A1 1 5
US20030121704A1 7 11
US08594364B2 55 38
US07003731B1 47 58
US08869104B2 24 48
US20020066080A1 17 16
US07007159B2 7 33
US20060274760A1 14 94
US20060182034A1 11 50
US07352705B1 8 12
US20070238989A1 12 46
US20050107698A1 20 17
US20040051368A1 10 31
US20070150600A1 22 74
US20020073211A1 9 40
US20020198985A1 12 59
US20060259948A1 16 20
US20030079142A1 21 21
US20070101000A1 39 141
US20050044228A1 12 86
US20050125537A1 18 31
US20050165925A1 22 43
US10307139B2 13 25
US20010018599A1 4 10
US20070190996A1 10 34
US20060264214A1 9 37
US20040077349A1 48 81
US08559139B2 11 26
US20030206373A1 33 44
US20030067721A1 53 67
US20070219861A1 15 43
US20030204424A1 7 8
US20060129667A1 27 32
US20050198239A1 10 30
US20070061326A1 17 20
US20080016142A1 2 17
US20070255833A1 9 204
US20030154284A1 17 40
US20050102674A1 12 32
US20050223299A1 2 15
US20060048157A1 25 62
US20060070067A1 12 40
US20060161551A1 11 17
US20040241632A1 3 15
US20020162445A1 30 46
US20070193146A1 20 12
US20030098520A1 7 18
USRE42966E1 10 31
US06966192B2 10 31
US20050234518A1 18 56
US20040111040A1 14 10
US20070225923A1 18 49
US20010005812A1 8 43
US20070093709A1 33 141
US20040167391A1 3 20
US20020183608A1 3 26
US20020198451A1 54 71
US20060190147A1 3 10
US20030058337A1 2 21
US20030045973A1 15 23
US20060117041A1 31 20
US20020128004A1 19 52
US20060203941A1 8 38
US20020090035A1 25 27
US20100247328A1 4 17
US20070128034A1 4 36
US20060251672A1 11 20
US20070266360A1 13 28
US20050132306A1 25 50
US20070111504A1 10 20
US20090050499A1 10 42
US20070235492A1 18 31
US20080053770A1 9 4
US20050071429A1 16 3
US20020116336A1 44 26
US20070265894A1 12 18
US20040064351A1 14 44
US09245251B2 53 84
US20080189364A1 23 44
US20030225843A1 12 32
US20050235336A1 6 32
US20040258390A1 8 23
US20050214432A1 2 6
US20010026833A1 4 17
US20080263177A1 17 30
US20020026511A1 6 18
US20070098667A1 3 1
US20040077593A1 3 2
US08817029B2 18 41
US06867781B1 22 21
US20090295440A1 17 30
US20050237092A1 39 38
US20070135909A1 5 5
US20040243216A1 8 19
US10534156B2 16 32
US4575434A 5 32
US20040230825A1 15 20
US20020097416A1 15 22
US20070179454A1 18 17
US20040201216A1 19 43
US20070065374A1 4 13
US20020119200A1 5 13
US20070249990A1 2 8
US20060129098A1 21 43
US09159195B2 29 256
US20010004609A1 9 38
US20020169015A1 32 25
US20050090304A1 46 44
US20060287103A1 19 44
US20050262534A1 17 14
US20020097986A1 67 140
US20060258744A1 3 16
US20070005433A1 42 41
US20020138346A1 34 41
US20080236832A1 16 44
US20040094300A1 14 11
US20020016961A1 23 12
US20050018916A1 9 18
US08639760B2 36 91
US20020062406A1 5 26
US20030128719A1 15 135
US20010043603A1 33 56
US20020001315A1 25 46
US20050069041A1 32 96
US20060031044A1 7 68
US20020147521A1 7 7
US20020193047A1 2 5
US20070254632A1 13 90
US20050239482A1 12 7
US20060003703A1 19 28
US20060223451A1 6 22
US09044184B2 6 62
US20030176772A1 3 3
US20020165433A1 3 13
US20040251919A1 9 15
US20030020494A1 12 21
US20070064179A1 72 102
US20040109098A1 15 24
US20070113897A1 8 15
US20020189673A1 10 15
US20070246603A1 4 12
US20050271503A1 3 15
US20050230532A1 3 12
US20070231192A1 2 24
US20050022844A1 5 11
US20060216193A1 13 19
US20080184518A1 12 23
US20050013729A1 7 20
US20040056201A1 3 4
US20020192340A1 9 9
US20060082557A1 21 43
US20020021835A1 11 26
US20060080125A1 29 22
US20040034576A1 11 30
US20070256008A1 5 10
US20070032235A1 4 57
US20060126532A1 15 28
US20040203718A1 25 14
US20060135180A1 35 65
US20060271116A1 4 66
US20050070778A1 12 19
US20060241510A1 10 15
US20060116590A1 6 20
US20050004609A1 18 31
US20030040472A1 73 81
US20080005149A1 34 20
US20060069990A1 18 39
US20070044151A1 3 15
US20030159070A1 13 66
US20070292982A1 19 16
US20050266602A1 32 26
US20080159151A1 15 54
US20040029553A1 16 24
US20050201340A1 5 34
US20060268688A1 89 82
US20080183945A1 7 30
US20050188278A1 13 25
US20070061634A1 11 14
US08500737B2 6 28
US07972366B2 11 28
US20070049331A1 11 14
US20070149182A1 9 23
US20060233312A1 15 26
US20020078017A1 4 5
US20080248180A1 15 36
US20060019009A1 6 15
US20060105938A1 7 16
US08599253B2 13 66
US20060244831A1 9 28
US20020063799A1 24 58
US09134795B2 13 27
US20040056840A1 13 23
US20080090998A1 7 24
EP1033405A2 34 63
US20060150283A1 15 37
US08437849B2 21 24
US20050149125A1 12 26
US20060254862A1 22 117
US20020046122A1 5 68
US20040254676A1 51 71
US20050033855A1 66 244
US20030233264A1 20 15
US20020188499A1 13 20
US20070006058A1 9 42
US20020010895A1 27 24
US07191083B2 12 22
US07162675B2 11 31
US20060224571A1 27 40
US20020123912A1 48 56
US20080008769A1 3 9
US20070292360A1 7 72
US08793975B2 2 16
US20050033503A1 2 22
US20060109393A1 14 63
